[0, 168576.1, 168839.4, 171361.2, 170118.5, 167582.2, 165125.8, 167281.8, 166451.2, 166328.3, 168049, 179383]
[169492.7, 0, 1100.9, 1985.8, 3723.3, 3290.7, 3446.8, 2618.1, 4688.4, 5468.4, 6029.6, 6946.6]
[168290.6, 948.1, 0, 1810.1, 3965.1, 3820.4, 3677.8, 2849.1, 4919.4, 5699.4, 6559.2, 6232.7]
[170727.8, 2027.8, 1773.6, 0, 3846.2, 4229.9, 5115.7, 4287, 6357.3, 7137.2, 7138.3, 4960.8]
[169491.7, 3847.1, 3921.9, 3815.4, 0, 3575.6, 4290, 5212.5, 7282.9, 6911.9, 5902.2, 6447.9]
[166816.2, 3520.5, 4001.4, 4488.1, 3576.3, 0, 2529.8, 3452.4, 5522.7, 5999.2, 2520, 9448.9]
[164612.8, 3450.3, 3713.7, 5118.5, 4283.2, 2522.3, 0, 2156, 4226.3, 3461, 5931.9, 9946.3]
[166733.6, 2622.7, 2886.1, 4290.9, 5208.4, 3447.5, 2120.8, 0, 2070.3, 3564.7, 5659.3, 9118.7]
[166650.3, 4693, 4956.4, 6361.2, 7278.7, 5517.8, 4191.1, 2070.3, 0, 4803.2, 7729.6, 11189]
[166433.8, 5465.8, 5729.2, 7134, 6910.6, 6511.3, 3409.8, 3566.4, 4809.4, 0, 6978.1, 18312.1]
[168724.4, 6034.2, 6515, 7111, 5868.4, 2520, 5965.4, 5917.3, 7987.6, 7907.4, 0, 15499]
[179154.4, 7043.5, 6271.1, 5015.6, 6442.6, 9245.5, 9948.9, 9120.2, 11190.5, 18337.4, 16074.6, 0]
