[0, 996474, 996954.9, 997109.3, 994867.5, 993771.8, 995793.6, 997949.6, 1000019.9, 997735.6, 995472.8, 995833.2, 993453.9, 995981.1, 998279.5, 996360.3]
[1046518.9, 0, 1100.9, 1985.8, 3723.3, 3290.7, 3446.8, 2618.1, 4688.4, 5468.4, 6029.6, 1505.2, 3707.6, 1364.1, 2021, 5532.6]
[1047048.6, 948.1, 0, 1810.1, 3965.1, 3820.4, 3677.8, 2849.1, 4919.4, 5699.4, 6559.2, 2059.7, 4237.3, 1289.6, 1848, 5763.6]
[1047627.6, 2027.8, 1773.6, 0, 3846.2, 4229.9, 5115.7, 4287, 6357.3, 7137.2, 7138.3, 3317.4, 4013.8, 1467.2, 3285.8, 8535.5]
[1044174, 3847.1, 3921.9, 3815.4, 0, 3575.6, 4290, 5212.5, 7282.9, 6911.9, 5902.2, 3995.7, 2777.7, 2687.1, 5434.1, 7299.4]
[1043842.5, 3520.5, 4001.4, 4488.1, 3576.3, 0, 2529.8, 3452.4, 5522.7, 5999.2, 2520, 2314.9, 2106.8, 3012.7, 5103, 4623.9]
[1045934.2, 3450.3, 3713.7, 5118.5, 4283.2, 2522.3, 0, 2156, 4226.3, 3461, 5931.9, 2520.4, 3532.8, 3719.5, 4376.1, 2085.8]
[1048055.1, 2622.7, 2886.1, 4290.9, 5208.4, 3447.5, 2120.8, 0, 2070.3, 3564.7, 5659.3, 1890, 4458, 3770.4, 3548.5, 4206.6]
[1050125.4, 4693, 4956.4, 6361.2, 7278.7, 5517.8, 4191.1, 2070.3, 0, 4803.2, 7729.6, 3960.4, 6528.3, 5840.7, 5618.8, 5960.2]
[1046980.4, 5465.8, 5729.2, 7134, 6910.6, 6511.3, 3409.8, 3566.4, 4809.4, 0, 6978.1, 4686, 6634.8, 6346.9, 6391.6, 1827.3]
[1044167.4, 6034.2, 6515, 7111, 5868.4, 2520, 5965.4, 5917.3, 7987.6, 7907.4, 0, 4581.4, 3455.6, 5526.3, 7369.4, 6532.1]
[1045925.2, 2005.6, 2564.3, 3775.9, 4016, 2336.2, 2641.4, 2159.2, 4229.5, 4813, 4602.7, 0, 3265.6, 2697.2, 3382.5, 4727.2]
[1043979.6, 3858.4, 4260.9, 4154.4, 2911.8, 2053.6, 4320.8, 4617.3, 6687.7, 6262.8, 3490.3, 3500.4, 0, 3026.2, 5663.9, 4887.5]
[1046024.3, 1195, 1241.6, 1460.8, 2683, 2796.1, 3712.5, 3597.6, 5667.9, 6334.4, 5534.9, 2420.3, 2850.6, 0, 2753.9, 6805.7]
[1048307.9, 2004.5, 1876.7, 3281.5, 5436.5, 5101.3, 4346.9, 3518.2, 5588.5, 6368.5, 7367.8, 3402.2, 5496.6, 2761, 0, 6432.7]
[1045655.8, 5535.5, 5798.8, 7203.7, 7723, 5186.6, 2085.2, 4241.2, 5912.6, 1877.9, 5653.5, 4605.6, 5310.2, 5804.7, 6461.3, 0]
