[0, 996474, 996954.9, 997109.3, 994867.5, 993771.8, 995793.6, 997949.6, 1000019.9, 997735.6, 995472.8, 995833.2]
[1046518.9, 0, 1100.9, 1985.8, 3723.3, 3290.7, 3446.8, 2618.1, 4688.4, 5468.4, 6029.6, 1505.2]
[1047048.6, 948.1, 0, 1810.1, 3965.1, 3820.4, 3677.8, 2849.1, 4919.4, 5699.4, 6559.2, 2059.7]
[1047627.6, 2027.8, 1773.6, 0, 3846.2, 4229.9, 5115.7, 4287, 6357.3, 7137.2, 7138.3, 3317.4]
[1044174, 3847.1, 3921.9, 3815.4, 0, 3575.6, 4290, 5212.5, 7282.9, 6911.9, 5902.2, 3995.7]
[1043842.5, 3520.5, 4001.4, 4488.1, 3576.3, 0, 2529.8, 3452.4, 5522.7, 5999.2, 2520, 2314.9]
[1045934.2, 3450.3, 3713.7, 5118.5, 4283.2, 2522.3, 0, 2156, 4226.3, 3461, 5931.9, 2520.4]
[1048055.1, 2622.7, 2886.1, 4290.9, 5208.4, 3447.5, 2120.8, 0, 2070.3, 3564.7, 5659.3, 1890]
[1050125.4, 4693, 4956.4, 6361.2, 7278.7, 5517.8, 4191.1, 2070.3, 0, 4803.2, 7729.6, 3960.4]
[1046980.4, 5465.8, 5729.2, 7134, 6910.6, 6511.3, 3409.8, 3566.4, 4809.4, 0, 6978.1, 4686]
[1044167.4, 6034.2, 6515, 7111, 5868.4, 2520, 5965.4, 5917.3, 7987.6, 7907.4, 0, 4581.4]
[1045925.2, 2005.6, 2564.3, 3775.9, 4016, 2336.2, 2641.4, 2159.2, 4229.5, 4813, 4602.7, 0]
